Sequence,Taxon_rank,Order,Family,Family_English_name,Scientific_name,English_name_AviList,English (United States),IUCN_Red_List_Category
4718,species,Procellariiformes,Diomedeidae,Albatrosses,Phoebastria irrorata,Waved Albatross,Waved Albatross,CR
4719,species,Procellariiformes,Diomedeidae,Albatrosses,Phoebastria immutabilis,Laysan Albatross,Laysan Albatross,NT
4720,species,Procellariiformes,Diomedeidae,Albatrosses,Phoebastria nigripes,Black-footed Albatross,Black-footed Albatross,NT
4721,species,Procellariiformes,Diomedeidae,Albatrosses,Phoebastria albatrus,Short-tailed Albatross,Short-tailed Albatross,VU
4722,genus,Procellariiformes,Diomedeidae,Albatrosses,Diomedea,,,
4723,species,Procellariiformes,Diomedeidae,Albatrosses,Diomedea sanfordi,Northern Royal Albatross,Northern Royal Albatross,EN
4724,species,Procellariiformes,Diomedeidae,Albatrosses,Diomedea epomophora,Southern Royal Albatross,Southern Royal Albatross,VU
4725,species,Procellariiformes,Diomedeidae,Albatrosses,Diomedea exulans,Snowy Albatross,Snowy Albatross,VU
4726,species,Procellariiformes,Diomedeidae,Albatrosses,Diomedea dabbenena,Tristan Albatross,Tristan Albatross,CR
4727,species,Procellariiformes,Diomedeidae,Albatrosses,Diomedea antipodensis,Antipodean Albatross,Antipodean Albatross,EN
4728,subspecies,Procellariiformes,Diomedeidae,Albatrosses,Diomedea antipodensis antipodensis,,,
4729,subspecies,Procellariiformes,Diomedeidae,Albatrosses,Diomedea antipodensis gibsoni,,,
4730,species,Procellariiformes,Diomedeidae,Albatrosses,Diomedea amsterdamensis,Amsterdam Albatross,Amsterdam Albatross,EN
4731,genus,Procellariiformes,Diomedeidae,Albatrosses,Phoebetria,,,
4732,species,Procellariiformes,Diomedeidae,Albatrosses,Phoebetria palpebrata,Light-mantled Albatross,Light-mantled Albatross,NT
4733,species,Procellariiformes,Diomedeidae,Albatrosses,Phoebetria fusca,Sooty Albatross,Sooty Albatross,EN
4734,genus,Procellariiformes,Diomedeidae,Albatrosses,Thalassarche,,,
4735,species,Procellariiformes,Diomedeidae,Albatrosses,Thalassarche chlororhynchos,Atlantic Yellow-nosed Albatross,Atlantic Yellow-nosed Albatross,EN
4736,species,Procellariiformes,Diomedeidae,Albatrosses,Thalassarche carteri,Indian Yellow-nosed Albatross,Indian Yellow-nosed Albatross,EN
4737,species,Procellariiformes,Diomedeidae,Albatrosses,Thalassarche chrysostoma,Grey-headed Albatross,Gray-headed Albatross,EN
4738,species,Procellariiformes,Diomedeidae,Albatrosses,Thalassarche melanophris,Black-browed Albatross,Black-browed Albatross,NE
4739,subspecies,Procellariiformes,Diomedeidae,Albatrosses,Thalassarche melanophris melanophris,,,
4740,subspecies,Procellariiformes,Diomedeidae,Albatrosses,Thalassarche melanophris impavida,,,
4741,species,Procellariiformes,Diomedeidae,Albatrosses,Thalassarche bulleri,Buller's Albatross,Buller's Albatross,NT
4742,subspecies,Procellariiformes,Diomedeidae,Albatrosses,Thalassarche bulleri bulleri,,,
4743,subspecies,Procellariiformes,Diomedeidae,Albatrosses,Thalassarche bulleri platei,,,
4744,species,Procellariiformes,Diomedeidae,Albatrosses,Thalassarche cauta,Shy Albatross,White-capped Albatross,NE
4745,subspecies,Procellariiformes,Diomedeidae,Albatrosses,Thalassarche cauta cauta,,,
4746,subspecies,Procellariiformes,Diomedeidae,Albatrosses,Thalassarche cauta steadi,,,
4747,species,Procellariiformes,Diomedeidae,Albatrosses,Thalassarche salvini,Salvin's Albatross,Salvin's Albatross,VU
4748,species,Procellariiformes,Diomedeidae,Albatrosses,Thalassarche eremita,Chatham Albatross,Chatham Albatross,VU
4749,family,Procellariiformes,Oceanitidae,Southern Storm Petrels,Oceanitidae,,,
4750,genus,Procellariiformes,Oceanitidae,Southern Storm Petrels,Oceanites,,,
4751,species,Procellariiformes,Oceanitidae,Southern Storm Petrels,Oceanites oceanicus,Wilson's Storm Petrel,Wilson's Storm-Petrel,LC
4752,subspecies,Procellariiformes,Oceanitidae,Southern Storm Petrels,Oceanites oceanicus oceanicus,,,
4753,subspecies,Procellariiformes,Oceanitidae,Southern Storm Petrels,Oceanites oceanicus exasperatus,,,
4754,subspecies,Procellariiformes,Oceanitidae,Southern Storm Petrels,Oceanites oceanicus chilensis,,,
4755,species,Procellariiformes,Oceanitidae,Southern Storm Petrels,Oceanites pincoyae,Pincoya Storm Petrel,Pincoya Storm-Petrel,DD
4756,species,Procellariiformes,Oceanitidae,Southern Storm Petrels,Oceanites gracilis,Elliot's Storm Petrel,Elliot's Storm-Petrel,DD
4757,subspecies,Procellariiformes,Oceanitidae,Southern Storm Petrels,Oceanites gracilis gracilis,,,
4758,subspecies,Procellariiformes,Oceanitidae,Southern Storm Petrels,Oceanites gracilis galapagoensis,,,
4759,genus,Procellariiformes,Oceanitidae,Southern Storm Petrels,Nesofregetta,,,
4760,species,Procellariiformes,Oceanitidae,Southern Storm Petrels,Nesofregetta fuliginosa,Polynesian Storm Petrel,Polynesian Storm-Petrel,EN
4761,genus,Procellariiformes,Oceanitidae,Southern Storm Petrels,Garrodia,,,
4762,species,Procellariiformes,Oceanitidae,Southern Storm Petrels,Garrodia nereis,Grey-backed Storm Petrel,Gray-backed Storm-Petrel,LC
4763,genus,Procellariiformes,Oceanitidae,Southern Storm Petrels,Pelagodroma,,,
4764,species,Procellariiformes,Oceanitidae,Southern Storm Petrels,Pelagodroma marina,White-faced Storm Petrel,White-faced Storm-Petrel,LC
4765,subspecies,Procellariiformes,Oceanitidae,Southern Storm Petrels,Pelagodroma marina hypoleuca,,,
4766,subspecies,Procellariiformes,Oceanitidae,Southern Storm Petrels,Pelagodroma marina eadesorum,,,
4767,subspecies,Procellariiformes,Oceanitidae,Southern Storm Petrels,Pelagodroma marina marina,,,
4768,subspecies,Procellariiformes,Oceanitidae,Southern Storm Petrels,Pelagodroma marina dulciae,,,
4769,subspecies,Procellariiformes,Oceanitidae,Southern Storm Petrels,Pelagodroma marina maoriana,,,
4770,subspecies,Procellariiformes,Oceanitidae,Southern Storm Petrels,Pelagodroma marina albiclunis,,,
4771,genus,Procellariiformes,Oceanitidae,Southern Storm Petrels,Fregetta,,,
4772,species,Procellariiformes,Oceanitidae,Southern Storm Petrels,Fregetta grallaria,White-bellied Storm Petrel,White-bellied Storm-Petrel,LC
4773,subspecies,Procellariiformes,Oceanitidae,Southern Storm Petrels,Fregetta grallaria grallaria,,,
4774,subspecies,Procellariiformes,Oceanitidae,Southern Storm Petrels,Fregetta grallaria leucogaster,,,
4775,subspecies,Procellariiformes,Oceanitidae,Southern Storm Petrels,Fregetta grallaria segethi,,,
4776,subspecies,Procellariiformes,Oceanitidae,Southern Storm Petrels,Fregetta grallaria titan,,,
4777,species,Procellariiformes,Oceanitidae,Southern Storm Petrels,Fregetta maoriana,New Zealand Storm Petrel,New Zealand Storm-Petrel,CR
4778,species,Procellariiformes,Oceanitidae,Southern Storm Petrels,Fregetta lineata,New Caledonian Storm Petrel,New Caledonian Storm-Petrel,DD
4779,species,Procellariiformes,Oceanitidae,Southern Storm Petrels,Fregetta tropica,Black-bellied Storm Petrel,Black-bellied Storm-Petrel,LC
4780,subspecies,Procellariiformes,Oceanitidae,Southern Storm Petrels,Fregetta tropica tropica,,,
4781,subspecies,Procellariiformes,Oceanitidae,Southern Storm Petrels,Fregetta tropica melanoleuca,,,
4782,family,Procellariiformes,Hydrobatidae,Northern Storm Petrels,Hydrobatidae,,,
4783,genus,Procellariiformes,Hydrobatidae,Northern Storm Petrels,Hydrobates,,,
4784,species,Procellariiformes,Hydrobatidae,Northern Storm Petrels,Hydrobates pelagicus,European Storm Petrel,European Storm-Petrel,LC
4785,subspecies,Procellariiformes,Hydrobatidae,Northern Storm Petrels,Hydrobates pelagicus pelagicus,,,
4786,subspecies,Procellariiformes,Hydrobatidae,Northern Storm Petrels,Hydrobates pelagicus melitensis,,,
4787,species,Procellariiformes,Hydrobatidae,Northern Storm Petrels,Hydrobates furcatus,Fork-tailed Storm Petrel,Fork-tailed Storm-Petrel,LC
4788,subspecies,Procellariiformes,Hydrobatidae,Northern Storm Petrels,Hydrobates furcatus furcatus,,,
4789,subspecies,Procellariiformes,Hydrobatidae,Northern Storm Petrels,Hydrobates furcatus plumbeus,,,
4790,species,Procellariiformes,Hydrobatidae,Northern Storm Petrels,Hydrobates jabejabe,Cape Verde Storm Petrel,Cape Verde Storm-Petrel,LC
4791,species,Procellariiformes,Hydrobatidae,Northern Storm Petrels,Hydrobates castro,Band-rumped Storm Petrel,Band-rumped Storm-Petrel,LC
4792,species,Procellariiformes,Hydrobatidae,Northern Storm Petrels,Hydrobates monteiroi,Monteiro's Storm Petrel,Monteiro's Storm-Petrel,VU
4793,species,Procellariiformes,Hydrobatidae,Northern Storm Petrels,Hydrobates melania,Black Storm Petrel,Black Storm-Petrel,LC
4794,species,Procellariiformes,Hydrobatidae,Northern Storm Petrels,Hydrobates markhami,Markham's Storm Petrel,Markham's Storm-Petrel,NT
4795,species,Procellariiformes,Hydrobatidae,Northern Storm Petrels,Hydrobates microsoma,Least Storm Petrel,Least Storm-Petrel,LC
4796,species,Procellariiformes,Hydrobatidae,Northern Storm Petrels,Hydrobates tethys,Wedge-rumped Storm Petrel,Wedge-rumped Storm-Petrel,LC
4797,subspecies,Procellariiformes,Hydrobatidae,Northern Storm Petrels,Hydrobates tethys tethys,,,
4798,subspecies,Procellariiformes,Hydrobatidae,Northern Storm Petrels,Hydrobates tethys kelsalli,,,
4799,species,Procellariiformes,Hydrobatidae,Northern Storm Petrels,Hydrobates hornbyi,Ringed Storm Petrel,Ringed Storm-Petrel,NT
4800,species,Procellariiformes,Hydrobatidae,Northern Storm Petrels,Hydrobates homochroa,Ashy Storm Petrel,Ashy Storm-Petrel,EN
4801,species,Procellariiformes,Hydrobatidae,Northern Storm Petrels,Hydrobates tristrami,Tristram's Storm Petrel,Tristram's Storm-Petrel,LC
4802,species,Procellariiformes,Hydrobatidae,Northern Storm Petrels,Hydrobates monorhis,Swinhoe's Storm Petrel,Swinhoe's Storm-Petrel,NT
4803,species,Procellariiformes,Hydrobatidae,Northern Storm Petrels,Hydrobates matsudairae,Matsudaira's Storm Petrel,Matsudaira's Storm-Petrel,VU
4804,species,Procellariiformes,Hydrobatidae,Northern Storm Petrels,Hydrobates macrodactylus,Guadalupe Storm Petrel,Guadalupe Storm-Petrel,CR (PE)
4805,species,Procellariiformes,Hydrobatidae,Northern Storm Petrels,Hydrobates socorroensis,Townsend's Storm Petrel,Townsend's Storm-Petrel,EN
4806,species,Procellariiformes,Hydrobatidae,Northern Storm Petrels,Hydrobates cheimomnestes,Ainley's Storm Petrel,Ainley's Storm-Petrel,VU
4807,species,Procellariiformes,Hydrobatidae,Northern Storm Petrels,Hydrobates leucorhous,Leach's Storm Petrel,Leach's Storm-Petrel,VU
4808,subspecies,Procellariiformes,Hydrobatidae,Northern Storm Petrels,Hydrobates leucorhous leucorhous,,,
4809,subspecies,Procellariiformes,Hydrobatidae,Northern Storm Petrels,Hydrobates leucorhous chapmani,,,
4810,family,Procellariiformes,Procellariidae,"Petrels, Shearwaters, and Diving Petrels",Procellariidae,,,
4811,genus,Procellariiformes,Procellariidae,"Petrels, Shearwaters, and Diving Petrels",Pagodroma,,,
4812,species,Procellariiformes,Procellariidae,"Petrels, Shearwaters, and Diving Petrels",Pagodroma nivea,Snow Petrel,Snow Petrel,LC
4813,subspecies,Procellariiformes,Procellariidae,"Petrels, Shearwaters, and Diving Petrels",Pagodroma nivea nivea,,,
4814,subspecies,Procellariiformes,Procellariidae,"Petrels, Shearwaters, and Diving Petrels",Pagodroma nivea major,,,
4815,genus,Procellariiformes,Procellariidae,"Petrels, Shearwaters, and Diving Petrels",Thalassoica,,,
4816,species,Procellariiformes,Procellariidae,"Petrels, Shearwaters, and Diving Petrels",Thalassoica antarctica,Antarctic Petrel,Antarctic Petrel,LC
4817,genus,Procellariiformes,Procellariidae,"Petrels, Shearwaters, and Diving Petrels",Daption,,,
4818,species,Procellariiformes,Procellariidae,"Petrels, Shearwaters, and Diving Petrels",Daption capense,Pintado Petrel,Pintado Petrel,LC
4819,subspecies,Procellariiformes,Procellariidae,"Petrels, Shearwaters, and Diving Petrels",Daption capense capense,,,
4820,subspecies,Procellariiformes,Procellariidae,"Petrels, Shearwaters, and Diving Petrels",Daption capense australe,,,
4821,genus,Procellariiformes,Procellariidae,"Petrels, Shearwaters, and Diving Petrels",Macronectes,,,
4822,species,Procellariiformes,Procellariidae,"Petrels, Shearwaters, and Diving Petrels",Macronectes giganteus,Southern Giant Petrel,Southern Giant-Petrel,LC
4823,species,Procellariiformes,Procellariidae,"Petrels, Shearwaters, and Diving Petrels",Macronectes halli,Northern Giant Petrel,Northern Giant-Petrel,LC
4824,genus,Procellariiformes,Procellariidae,"Petrels, Shearwaters, and Diving Petrels",Fulmarus,,,
4825,species,Procellariiformes,Procellariidae,"Petrels, Shearwaters, and Diving Petrels",Fulmarus glacialoides,Southern Fulmar,Southern Fulmar,LC
4826,species,Procellariiformes,Procellariidae,"Petrels, Shearwaters, and Diving Petrels",Fulmarus glacialis,Northern Fulmar,Northern Fulmar,LC
4827,subspecies,Procellariiformes,Procellariidae,"Petrels, Shearwaters, and Diving Petrels",Fulmarus glacialis glacialis,,,
4828,subspecies,Procellariiformes,Procellariidae,"Petrels, Shearwaters, and Diving Petrels",Fulmarus glacialis auduboni,,,
4829,subspecies,Procellariiformes,Procellariidae,"Petrels, Shearwaters, and Diving Petrels",Fulmarus glacialis rodgersii,,,
4830,genus,Procellariiformes,Procellariidae,"Petrels, Shearwaters, and Diving Petrels",Bulweria,,,
4831,species,Procellariiformes,Procellariidae,"Petrels, Shearwaters, and Diving Petrels",Bulweria bifax,Olson's Petrel,Small St. Helena Petrel,EX
4832,species,Procellariiformes,Procellariidae,"Petrels, Shearwaters, and Diving Petrels",Bulweria bulwerii,Bulwer's Petrel,Bulwer's Petrel,LC
4833,species,Procellariiformes,Procellariidae,"Petrels, Shearwaters, and Diving Petrels",Bulweria fallax,Jouanin's Petrel,Jouanin's Petrel,NT
4834,genus,Procellariiformes,Procellariidae,"Petrels, Shearwaters, and Diving Petrels",Pseudobulweria,,,
4835,species,Procellariiformes,Procellariidae,"Petrels, Shearwaters, and Diving Petrels",Pseudobulweria macgillivrayi,Fiji Petrel,Fiji Petrel,CR
4836,species,Procellariiformes,Procellariidae,"Petrels, Shearwaters, and Diving Petrels",Pseudobulweria aterrima,Mascarene Petrel,Mascarene Petrel,CR
4837,species,Procellariiformes,Procellariidae,"Petrels, Shearwaters, and Diving Petrels",Pseudobulweria rostrata,Tahiti Petrel,Tahiti Petrel,NT
4838,subspecies,Procellariiformes,Procellariidae,"Petrels, Shearwaters, and Diving Petrels",Pseudobulweria rostrata rostrata,,,
4839,subspecies,Procellariiformes,Procellariidae,"Petrels, Shearwaters, and Diving Petrels",Pseudobulweria rostrata trouessarti,,,
4840,species,Procellariiformes,Procellariidae,"Petrels, Shearwaters, and Diving Petrels",Pseudobulweria becki,Beck's Petrel,Beck's Petrel,CR
4841,genus,Procellariiformes,Procellariidae,"Petrels, Shearwaters, and Diving Petrels",Procellaria,,,
4842,species,Procellariiformes,Procellariidae,"Petrels, Shearwaters, and Diving Petrels",Procellaria westlandica,Westland Petrel,Westland Petrel,EN
4843,species,Procellariiformes,Procellariidae,"Petrels, Shearwaters, and Diving Petrels",Procellaria cinerea,Grey Petrel,Gray Petrel,NT
4844,species,Procellariiformes,Procellariidae,"Petrels, Shearwaters, and Diving Petrels",Procellaria aequinoctialis,White-chinned Petrel,White-chinned Petrel,VU
4845,species,Procellariiformes,Procellariidae,"Petrels, Shearwaters, and Diving Petrels",Procellaria conspicillata,Spectacled Petrel,Spectacled Petrel,VU
4846,species,Procellariiformes,Procellariidae,"Petrels, Shearwaters, and Diving Petrels",Procellaria parkinsoni,Black Petrel,Parkinson's Petrel,VU
4847,genus,Procellariiformes,Procellariidae,"Petrels, Shearwaters, and Diving Petrels",Calonectris,,,
4848,species,Procellariiformes,Procellariidae,"Petrels, Shearwaters, and Diving Petrels",Calonectris leucomelas,Streaked Shearwater,Streaked Shearwater,NT
4849,species,Procellariiformes,Procellariidae,"Petrels, Shearwaters, and Diving Petrels",Calonectris edwardsii,Cape Verde Shearwater,Cape Verde Shearwater,NT
4850,species,Procellariiformes,Procellariidae,"Petrels, Shearwaters, and Diving Petrels",Calonectris diomedea,Scopoli's Shearwater,Scopoli's Shearwater,LC
